total,total
change,verändern
May,mai
notebook,heft
attitude,einstellung
piece,stück
true,wahr
Hamburg,hamburg
sum,summe
Spain,spanien
steal,stehlen
narrow,schmal
witch,hexe
create,erschaffen
node,knoten
mine,meins
on,auf
jungle,dschungel
living beings,lebewesen
citizens,bürger
disturbance,störung
federal government,bund
present,gegenwart
tabel,tabelle
condition,bedingung
colleague,kollege
attempt,versuchen
arguments,argumente
grab,greifen
joint,gelenk
great,spitze
stuffy,spießig
touch,anfassen
tempo,tempo
ocean,ozean
sauna,sauna
ponder,grübeln
exercise,übung
nasty,fies
against it,dagegen
for that,dafür
corner,ecke
north,nord
definition,definition
press,presse
row,reihe
constitution,verfassung
Poland,polen
hell,hölle
field,acker
teach,lehren
arrow,pfeil
item of clothing,kleidungsstück
attack,angriff
at that time,damals
curtain,vorhang
crowd,menschenmenge
husband,ehemann
narrow,enge
annoying,ärgerlich
fewer,weniger
confused,verwirrt
dialog,dialog
background,hintergrund
advice,beratung
extreme,extrem
costume,kostüm
sporty,sportlich
trusted,vertraut
grid,gitter
wisdom,weisheit
puberty,pubertät
stains,flecken
fear,furcht
remember,merken
look at,anschauen
possibly,eventuell
impossible,unmöglich
teenager,teenager
precise,präzise
awake,wach
five,fünf
area,bereich
debate,debatte
intention,absicht
barber,friseur
stove,herd
emergency,notfall
college,hochschule
tail,schwanz
supposition,vermutung
growth,wachstum
mold,schimmel
cathedral,dom
enemy,feind
dice,würfel
sell,verkaufen
origin,ursprung
introverted,introvertiert
therefore,darum
hygiene,hygiene
imagination,phantasie
stall,stall
criminal,kriminell
award,auszeichnung
hug,umarmung
cord,schnur
in addition,dazu
fold,falten
restricted,eingeschränkt
degree,grad
portion,anteil
contradiction,widerspruch
let,lassen
wheelchair,rollstuhl
elementary school,grundschule
acid,säure
wolf,wolf
charisma,ausstrahlung
master,meister
peaceful,friedlich
writer,schriftsteller
buttons,tasten
fetch,holen
uncomfortable,unbequem
stroke,strich
delete,löschen
retain,einhalten
students,studenten
climate change,klimawandel
monarchy,monarchie
business,business
negotiation,verhandlung
region,region
please,bitte
drum,trommel
consideration,rücksicht
tongs,zange
ruler,lineal
lively,lebendig
stomach,magen
overview,übersicht
stew,eintopf
convince,überzeugen
produce,produzieren
fall,sturz
indicate,angeben
cage,käfig
try out,probieren
road traffic,straßenverkehr
Amazon,amazon
cave,höhle
toddler,kleinkind
level,ebene
close,schließen
visible,sichtbar
feature,merkmal
disc,scheibe
carpet,teppich
duck,ente
clean,reinigen
genius,genie
incidence,einfall
Obama,obama
try,ausprobieren
well-being,wohlbefinden
conductor,dirigent
appreciation,wertschätzung
discover,entdecken
bell,glocke
look,gucken
anticipation,vorfreude
gap,lücke
steam,dampf
press,drücken
hay,heu
vote,abstimmung
tip,tipp
difference,differenz
status,status
need,notwendigkeit
center,mittelpunkt
place,legen
show-off,angeber
civil servant,beamter
evaluate,bewerten
depth,tiefe
muscle,muskel
search,suche
painting,malerei
nonsense,quatsch
ticket,ticket
Scandinavia,skandinavien
own,eigen
sin,sünde
rational,rational
considered,überlegt
dream,träumen
SPD,spd
south,süd
agreement,vereinbarung
daughter,tochter
suggestion,vorschlag
serious,ernst
the change,änderung
filler,füller
square,eckig
prosperity,wohlstand
massage,massage
helpless,hilflos
helper,helfer
corpse,leiche
hero,held
acting,schauspiel
construction worker,bauarbeiter
fries,pommes
course,kurs
few,wenige
backpack,rucksack
collection,sammlung
club,club
playground,spielplatz
demarcation,abgrenzung
change,ändern
four,vier
remember,erinnern
grandson,enkel
spider,spinne
to steal,klauen
perspective,sichtweise
Peter,peter
participate,teilnehmen
powerful,mächtig
eroticism,erotik
permission,erlaubnis
bar,kneipe
use,gebrauchen
caught,gefangen
network,netzwerk
evolution,evolution
diagonal,schräg
route,strecke
Kafka,kafka
organize,organisieren
pray,beten
valley,tal
model,model
dinner,abendessen
idleness,faulheit
instruction,anweisung
opposite,gegenteil
happen,geschehen
fulfill,erfüllen
assets,vermögen
claim,anspruch
medium,mittel
confident,selbstbewusst
subway,u-bahn
malaise,unwohlsein
slave,sklave
young people,jugendliche
seminar,seminar
to be there,dasein
faucet,hahn
horror,horror
inside,innen
carrot,karotte
hectic,hektik
union,gewerkschaft
gigantic,riesig
employer,arbeitgeber
Hollywood,hollywood
dictator,diktator
hurry,eile
light bulb,glühbirne
German lessons,deutschunterricht
noodles,nudeln
sunrise,sonnenaufgang
colored,farbig
unwell,unwohl
fulfillment,erfüllung
seven,sieben
bring,bringen
juice,saft
overcome,überwinden
waiter,kellner
Egypt,ägypten
second,sekunde
terror,terror
years,jahre
hand over,abgeben
languages,sprachen
agreement,einigung
daily,täglich
credit,kredit
to ski,skifahren
reward,belohnung
apples,äpfel
affiliation,zugehörigkeit
adjective,adjektiv
age,zeitalter
greed,gier
romantic,romantisch
antique,antike
prison,knast
old-fashioned,altbacken
magazine,magazin
china,porzellan
educated,gebildet
furnishings,einrichtung
measure,maß
individual,individuum
frame,rahmen
first,zuerst
finally,endgültig
standstill,stillstand
grandfather,großvater
boss,boss
cloud,wolke
disadvantage,nachteil
po,po
butter,butter
servant,diener
ask,bitten
comprehensive,umfassend
notice,bemerken
individually,einzeln
sounds,töne
sorrow,kummer
defeat,niederlage
uncertain,ungewiss
mixed up,durcheinander
fragile,zerbrechlich
rear,hinten
stroll,spaziergang
spook,gespenst
useless,nutzlos
afterward,nachher
meeting,besprechung
nerd,streber
mission,einsatz
confrontation,auseinandersetzung
participant,teilnehmer
use,gebrauch
experience,erfahren
limited,begrenzt
association,vereinigung
screen,schirm
discrimination,diskriminierung
free,gratis
good,gute
enjoy,genießen
preserve,bewahren
beetle,käfer
elite,elite
acceptance,akzeptanz
remorse,reue
defense,abwehr
shine,glanz
balanced,ausgeglichen
fright,schreck
emotionally,emotional
box,box
handcraft,handarbeit
approximately,ungefähr
dirndl,dirndl
Romans,römer
secretly,heimlich
ego,ego
accommodation,unterkunft
appointment,verabredung
elevator,aufzug
conscience,gewissen
overview,überblick
to name,nennen
relation,bezug
happen,passieren
earnings,verdienst
strike,streik
agony,qual
letter,buchstabe
aggression,aggression
edge,kant
tractor,traktor
cute,niedlich
point out,hervorheben
bag,sack
despair,verzweiflung
well-behaved,brav
rod,stab
never,niemals
butt,hintern
nest,nest
WC,wc
word,word
rag,lappen
store,aufbewahren
fluffy,flauschig
pregnant,schwanger
similar,ähnlich
urine,urin
Ukraine,ukraine
spy,spion
factual,sachlich
self-employed,selbstständig
trend,trend
moment,augenblick
wonder,wunder
time pressure,zeitdruck
crooked,krumm
unfriendly,unfreundlich
jump,hüpfen
sadness,traurigkeit
repeat,wiederholen
punctuation,satzzeichen
miss,fehlen
reason,vernunft
warehouse,lager
know,kennen
passport,pass
bricklayer,maurer
carpenter,tischler
condom,kondom
have a good meal,mahlzeit
plan,vorhaben
thrifty,sparsam
mentally,geistig
burn,brennen
jungle,urwald
sting,stechen
antler,geweih
washing machine,waschmaschine
vitamins,vitamine
corridor,flur
explosion,explosion
movable,beweglich
shot,schuss
tax office,finanzamt
place of residence,wohnort
set,setzen
rule,herrschaft
consciousness,bewusstsein
service,dienst
stop,anhalten
donkey,esel
ski,ski
corn,mais
scarf,schal
digital,digital
protest,protest
drive a car,autofahren
asylum,asyl
Schiller,schiller
balcony,balkon
sometimes,manchmal
probably,wahrscheinlich
outlook,ausblick
snail,schnecke
cup,pokal
surprising,überraschend
illusion,illusion
rainbow,regenbogen
frustration,frust
confirmation,bestätigung
egotistical,egoistisch
Mediterranean,mittelmeer
high school,gymnasium
glue,kleber
regularly,regelmäßig
competence,kompetenz
need,bedürfnis
continue,weitermachen
department store,kaufhaus
attraction,anziehung
boots,stiefel
sexuality,sexualität
cello,cello
sense,spüren
keep,behalten
and,und
drama,drama
detour,umweg
magnet,magnet
broad,breit
clean,säubern
alphabet,alphabet
independence,unabhängigkeit
pimple,pickel
switch,schalter
bowl,schüssel
accept,akzeptieren
Eastern Europe,osteuropa
blond,blond
abundance,überfluss
OK,okay
in front,vorne
enthusiasm,begeisterung
Alzheimer,alzheimer
certificate,urkunde
clever,clever
constantly,andauernd
ease,leichtigkeit
vacuum cleaner,staubsauger
mean,meinen
requirement,voraussetzung
Latvia,lettland
policeman,polizist
baker,bäcker
shoot,schießen
hope,hoffen
tomato,tomate
cucumber,gurke
flexible,flexibel
change,wechsel
chancellor,kanzler
lid,deckel
engraving,stich
unusual,außergewöhnlich
intimate,intim
hand over,übergeben
demand,fordern
bomb,bombe
slim,schlank
funny,witzig
useless,unnütz
packaging,verpackung
habit,gewohnheit
corruption,korruption
kilometers,kilometer
drive,antrieb
pepper,pfeffer
understandable,verständlich
binding,bindung
period,zeitraum
subject,subjekt
construction,aufbau
consideration,überlegung
Canada,kanada
headscarf,kopftuch
invitation,einladung
Japan,japan
detail,detail
musician,musiker
mammal,säugetier
diploma,diplom
opportunity,gelegenheit
explain,erläutern
pavement,pflaster
wind instrument,blasinstrument
brick,ziegel
pasture,weide
tennis,tennis
flood,flut
thermometer,thermometer
diagram,diagramm
angle,winkel
conclusion,fazit
insight,einsicht
gift,gabe
cuddle,kuscheln
engagement,verpflichtung
disabled,behindert
contact,berührung
pipe,rohr
inside,drinnen
complex,komplex
allergy,allergie
impression,eindruck
existence,existenz
activity,aktivität
diverse,vielfältig
shadow,schatten
drums,schlagzeug
unusual,merkwürdig
brand,marke
poetry,poesie
debts,schulden
extra,extra
abstract,abstrakt
upset,aufgeregt
dementia,demenz
lift,heben
confirm,bestätigen
root,wurzel
monk,mönch
power outlet,steckdose
excuse,ausrede
binoculars,fernglas
electronics,elektronik
hurdle,hürde
cleaning,reinigung
bedroom,schlafzimmer
Monday,montag
association,assoziation
stamp,briefmarke
mud,schlamm
rank,rang
robbery,raub
competition,konkurrenz
environment,umfeld
core,kern
injection,spritze
renew,erneuern
sparkling water,sprudel
illegal,illegal
egoism,egoismus
sociability,geselligkeit
awful,grausam
fry,braten
atom,atom
agent,agent
DNA,dna
lead,leiten
wave,welle
officer,beamte
steep,steil
arrogance,arroganz
mechanics,mechanik
stroll,spazieren
heartfelt,herzlich
absolutely,absolut
friendly,sympathisch
filing,ablage
connection,verbundenheit
migration,migration
tenderness,zärtlichkeit
eagle owl,uhu
shower,duschen
fatigue,müdigkeit
central,zentral
track,verfolgen
allow,erlauben
percent,prozent
expression,begriff
ten,zehn
type,typ
public,öffentlich
relationship,verhältnis
max,max
Müller,müller
workplace,arbeitsplatz
weakness,schwäche
bra,bh
Türkiye,türkei
curiosity,neugierde
persevere,durchhalten
full,satt
pan,pfanne
hand towel,handtuch
gas station,tankstelle
noticeable,auffällig
leader,führer
noun,nomen
unique,einmalig
square,quadrat
uninteresting,uninteressant
sheet metal,blech
release,loslassen
unsightly,unschön
Holland,holland
occasion,anlass
pond,teich
next to it,daneben
consciously,bewusst
use,verwenden
standard,standard
April,april
being,wesen
way,weise
publisher,verlag
report,bericht
should,sollen
change,wandel
daily news,tagesschau
frog,frosch
dove,taube
sufficient,ausreichend
refugee,flüchtling
jazz,jazz
call,rufen
magic,zauber
give,schenken
rose,rose
steering wheel,lenkrad
purposeful,zielstrebig
incomplete,unvollständig
North Sea,nordsee
importance,wichtigkeit
find out,herausfinden
correction,korrektur
crate,kasten
season,jahreszeit
religious,gläubig
constantly,dauernd
pastries,gebäck
email,mail
relative,relativ
traditional costume,tracht
judge,beurteilen
engineer,ingenieur
conference,konferenz
saw,säge
manipulation,manipulation
in love,verliebt
fly,fliege
answer,antworten
annoy,nerven
stripes,streifen
house building,hausbau
unusual,ungewöhnlich
curve,kurve
equal rights,gleichberechtigung
mill,mühle
unfree,unfrei
antique,antik
volunteer work,ehrenamt
space,weltraum
screen,bildschirm
socialism,sozialismus
some,einige
statue,statue
asshole,arschloch
flee,fliehen
sketch,skizze
reliable,verlässlich
rough,grob
need,benötigen
tank,panzer
virus,virus
manager,manager
cream,sahne
stubborn,stur
blow,schlag
shy,scheu
speed,schnelligkeit
silk,seide
silly,albern
pollution,umweltverschmutzung
solidarity,solidarität
pensive,nachdenklich
implement,umsetzen
merger,zusammenschluss
Marx,marx
National Socialism,nationalsozialismus
exploitation,ausbeutung
stop,stopp
without,ohne
transparent,transparent
thesis,these
glitter,glitzer
inform,informieren
coin,münze
bald,glatze
appearance,erscheinung
wonderful,wunderbar
classify,einordnen
marathon,marathon
function,funktion
requirement,anforderung
Hans,hans
interpretation,interpretation
model,modell
method,methode
photography,fotografie
apron,schürze
document,beleg
flute,flöte
limitation,begrenzung
fame,ruhm
cheerful,heiter
mindfulness,achtsamkeit
participation,teilnahme
bag,beutel
whole,ganzes
flight,flug
on the other hand,andererseits
shrill,schrill
everywhere,überall
canvas,leinwand
rent,miete
adrenaline,adrenalin
option,option
Saturday,samstag
IQ,iq
well thought out,durchdacht
vessel,gefäß
conviction,überzeugung
map,landkarte
western,western
nun,nonne
correct,korrigieren
alternative,alternative
overweight,übergewicht
superficial,oberflächlich
aggressive,aggressiv
Orient,orient
nonsense,blödsinn
puke,kotzen
pack,packen
fairness,fairness
disgusting,ekelhaft
difficulty,schwierigkeit
critical,kritisch
six,sechs
cost,kosten
experience,erleben
to record,aufnehmen
form,bilden
Main,main
comb,kamm
lift,aufheben
printer,drucker
seat,sitz
priority,priorität
ax,axt
salesperson,verkäufer
build up,aufbauen
decoration,dekoration
coffin,sarg
headline,überschrift
injure,verletzen
researchers,forscher
relationships,beziehungen
embrace,umarmen
decisions,entscheidungen
pirate,pirat
accusation,anklage
burden,belastung
pear,birne
banks,banken
baguette,baguette
communicate,mitteilen
save,speichern
hanging,aufhängen
permanently,dauerhaft
rough,rau
hurry,eilig
rod,stange
out,raus
teamwork,teamwork
recycling,recycling
fill out,ausfüllen
Freud,freud
specification,vorgabe
consist,bestehen
design,gestalten
couple,paar
regard,betrachten
contrast,gegensatz
reality,wirklichkeit
draft,entwurf
cooperation,kooperation
handling,umgang
kitsch,kitsch
Belgium,belgien
maintain,pflegen
impatience,ungeduld
tremble,zittern
steak,steak
passive,passiv
planet,planet
effect,effekt
leash,leine
crash,absturz
rails,schienen
to count,zählen
compensation,ausgleich
connect,verbinden
uncertainty,ungewissheit
complete,abschließen
level,niveau
warning,warnung
take care,kümmern
bag,tüte
lose weight,abnehmen
dwarf,zwerg
rainforest,regenwald
pronunciation,aussprache
punctuality,pünktlichkeit
calories,kalorien
focus,fokus
food,nahrungsmittel
reasonable,vernünftig
video,video
upright,aufrecht
Excel,excel
string,saite
bathtub,badewanne
cool,geil
exhaust gases,abgase
down,runter
recovered,geborgen
cladding,verkleidung
lipstick,lippenstift
gratitude,dankbarkeit
religious,religiös
exception,ausnahme
population,bevölkerung
order,auftrag
concrete,konkret
eight,acht
level,stufe
owl,eule
rice,reis
journalism,journalismus
Norway,norwegen
sauce,soße
utopia,utopie
architect,architekt
wrong,unrecht
predator,raubtier
everyone,jeder
minimum,minimum
association,verband
idea,ahnung
bell,klingel
copy,kopie
blow,blasen
shine,leuchten
resident,einwohner
occurs,auftritt
great,großartig
compare,vergleichen
google,google
resistant,beständig
test tube,reagenzglas
endless,endlos
fair,messe
bang,knall
communicate,kommunizieren
brain,hirn
incomprehensible,unverständlich
pill,pille
city hall,rathaus
strong,kräftig
handshake,handschlag
significant,bedeutend
locomotion,fortbewegung
constitution,grundgesetz
dependent,abhängig
position,stelle
majority,mehrheit
November,november
sympathy,sympathie
stick,kleben
carry out,ausführen
charity,nächstenliebe
thinker,denker
low,niedrig
above,über
peace,friede
nine,neun
donation,spende
bosom,busen
teacher,lehrerin
globe,globus
herd,herde
sample,probe
tunnel,tunnel
threat,bedrohung
restless,unruhig
shopping,shopping
room,saal
conclusion,schlussfolgerung
dishonest,unehrlich
hardware store,baumarkt
shake,schütteln
scaffolding,gerüst
superior,vorgesetzter
manners,manieren
mark,markieren
officially,offiziell
regulation,vorschrift
service,dienstleistung
concept,konzept
institution,institution
operation,betrieb
violent,heftig
tram,straßenbahn
metal,metal
Czech Republic,tschechien
bind,binden
for free,kostenlos
name,benennen
miss,vermissen
burglary,einbruch
games,spiele
trauma,trauma
vodka,wodka
note,notiz
maximum,maximum
be happy,freuen
hangover,kater
dare,wagen
ill-considered,unüberlegt
bacteria,bakterien
unpleasant,unangenehm
means of transport,verkehrsmittel
hypothesis,hypothese
messenger,bote
abuse,missbrauch
CD,cd
point out,hinweisen
perspective,blickwinkel
foam,schaum
testament,testament
time span,zeitspanne
related,verwandte
perseverance,durchhaltevermögen
again,nochmal
sweater,pulli
Popcorn,popcorn
minority,minderheit
singer,sänger
holy,heilig
Eiffel Tower,eiffelturm
sometime,irgendwann
devotion,hingabe
efficient,effizient
attic,dachboden
herb,kraut
would,würde
scientific,wissenschaftlich
opposite,gegenüber
rabbit,kaninchen
expert,experte
application,antrag
lawyer,rechtsanwalt
dates,termine
cape,umhang
scooter,roller
mosquito,mücke
earn,verdienen
hiding place,versteck
betrayal,verrat
sunshine,sonnenschein
Baltic States,baltikum
thumb,daumen
add,addieren
dig,graben
front door,haustür
tidy,aufgeräumt
priest,priester
graphic,grafik
wellness,wellness
ring,klingeln
ride,reiten
chips,chips
pension,pension
touch,berühren
know-it-all,besserwisser
journalist,journalist
chips,späne
genetics,genetik
armor,rüstung
edge,rand
artificially,künstlich
check,überprüfen
obedience,gehorsam
agreement,absprache
influence,beeinflussen
capital,kapital
designation,bezeichnung
demand,nachfrage
create,erstellen
argue,argumentieren
view,ansehen
Estonia,estland
blouse,bluse
vinegar,essig
T-shirt,t-shirt
basket,korb
paragraph,absatz
gladly,gern
storm,unwetter
wish,wünschen
add to,ergänzen
prayer,gebet
sensitive,sensibel
opinion poll,umfrage
objectivity,objektivität
academic subject,fach
wanderlust,fernweh
consensus,konsens
go out,ausgehen
striped,gestreift
unity,einigkeit
storage,aufbewahrung
mostly,meistens
in written form,schriftlich
lengthy,langwierig
overalls,blaumann
level,level
illusion,täuschung
headache,kopfschmerzen
volume,lautstärke
represent,darstellen
production,herstellung
race,rasen
prince,prinz
onion,zwiebel
Netherlands,niederlande
foreign,fremde
plumber,klempner
goose,gans
recipient,empfänger
jurist,jurist
poetry,lyrik
stumble,stolpern
crutch,krücke
expand,erweitern
facial expressions,mimik
robbery,überfall
opportunities,chancen
reluctantly,ungern
sorted,geordnet
an order,bestellung
disturbing,störend
knit,strick
power,power
exaggerated,übertrieben
privacy,privatsphäre
Schröder,schröder
serenity,gelassenheit
unintentionally,ungewollt
mayor,bürgermeister
camping,camping
tobacco,tabak
stadium,stadion
shit,scheiße
create,kreieren
export,export
tension,anspannung
actually,eigentlich
World War,weltkrieg
differentiate,unterscheiden
of course,selbstverständlich
patient,patient
look up,nachschlagen
constant,konstant
pensioner,rentner
precious,kostbar
special feature,besonderheit
horn,horn
unstable,instabil
message,botschaft
call,anruf
cancel,streichen
shock,schock
noble,vornehm
vague,vage
argue,streiten
German Railway,deutsche bahn
completed,abgeschlossen
somewhere,irgendwo
second,zweiter
exotic,exotisch
impolite,unhöflich
follow,befolgen
present,anwesend
flu,grippe
versatile,vielseitig
passion,passion
narrative,erzählung
research,recherche
submissive,unterwürfig
advice,ratschlag
stand,stand
renovate,renovieren
buddy,kumpel
cotton,baumwolle
annoy,ärgern
iron,bügeln
linguistics,linguistik
enlightenment,aufklärung
integration,integration
element,element
October,oktober
Great Britain,großbritannien
union,union
butcher,metzger
postman,postbote
crane,kran
shovel,schaufel
prevention,verhütung
prove,beweisen
vaccination,impfung
environmental protection,umweltschutz
throw,werfen
eternity,ewigkeit
hall,halle
simple,simpel
Thanks,danke
salty,salzig
cream,creme
courtyard,hof
grim,düster
attractive,anziehend
selfless,selbstlos
doctoral thesis,doktorarbeit
helplessness,hilflosigkeit
agreed,einverstanden
lunch,mittagessen
mailbox,briefkasten
sent,geschickt
control,kontrollieren
schnitzel,schnitzel
justification,rechtfertigung
beggar,bettler
addition,addition
waste,verschwendung
push through,durchsetzen
collar,kragen
cleaning products,putzmittel
efficiency,effizienz
surveillance,überwachung
handkerchief,taschentuch
bathroom sink,waschbecken
computer,rechner
umbrella,regenschirm
male name,männername
feces,kot
vocation,berufung
school subject,schulfach
disturb,stören
studies,studien
guilty,schuldig
classification,einteilung
consent,einverständnis
blacksmith,schmied
bikini,bikini
Buddhism,buddhismus
sleds,schlitten
psychologist,psychologe
circle,zirkel
Israel,israel
Lego,lego
paprika,paprika
treasure,schätzen
humanity,menschheit
wife,ehefrau
appropriate,angemessen
rest,rest
faucet,wasserhahn
other,andere
chic,chic
heal,heilen
Waiting room,wartezimmer
holocaust,holocaust
edge,kante
half,halb
campfire,lagerfeuer
hit,hauen
elegance,eleganz
reindeer,rentier
interested,interessiert
truck,lastwagen
cool,krass
March,märz
local,lokal
implementation,durchführung
occupation,beschäftigung
category,kategorie
Tübingen,tübingen
July,juli
modest,bescheiden
period,periode
stylish,modisch
drill,bohrer
Lithuania,litauen
sock,socke
order,orden
characteristics,eigenschaften
hike,wanderung
throw away,wegwerfen
add,hinzufügen
sustainability,nachhaltigkeit
sociable,gesellig
talent,begabung
misery,elend
unemployed,arbeitslos
faint,ohnmacht
fail,scheitern
function,funktionieren
evade,umgehen
stability,stabilität
sailing,segeln
ambulance,krankenwagen
sentence structure,satzbau
mental,mental
innovation,innovation
chaotic,chaotisch
rock,felsen
command,befehlen
seeds,samen
aids,hilfsmittel
locked,verschlossen
Prague,prag
substitute,ersatz
research,recherchieren
count,graf
tap,tippen
protect,beschützen
absolutely,unbedingt
robe,robe
yuck,igitt
asphalt,asphalt
doll,puppe
jealousy,eifersucht
turn around,umdrehen
ribbon,schleife
last,letzter
reflection,reflexion
politically,politisch
notice,feststellen
scope,umfang
factory,werk
goat,ziege
heap,haufen
genes,gene
sparkling wine,sekt
syrup,sirup
belt,gürtel
driver,fahrer
liver,leber
ambitious,ehrgeizig
employee,angestellter
flame,flamme
mobility,mobilität
popular,beliebt
fur,pelz
feed,futter
brush,bürste
stop,halt
so,so
undecided,unentschlossen
alarm,alarm
opposition,opposition
reliability,verlässlichkeit
capture,erfassen
intoxication,rausch
carefree,sorglos
folk music,volksmusik
uncomfortable,ungemütlich
sunglasses,sonnenbrille
cancellation,absage
crawl,krabbeln
escape,flüchten
feasible,machbar
exhausted,erschöpft
under,unter
inequality,ungleichheit
nationality,nationalität
summit,gipfel
serious,seriös
paragraph,paragraph
assessment,einschätzung
Christian,christlich
develop,entwickeln
responsible,verantwortlich
February,februar
demand,verlangen
promise,versprechen
mechanic,mechaniker
pollution,verschmutzung
stop,aufhalten
drill,bohrmaschine
pumpkin,kürbis
channel,kanal
run away,weglaufen
makeup,schminke
new beginning,neubeginn
trap,falle
the,das
clinic,klinik
area,gegend
minus,minus
steadily,stetig
clothing,bekleidung
captain,kapitän
quarter,viertel
tax return,steuererklärung
refreshing,erfrischend
confidence,zuversicht
City,city
eco,öko
predicate,prädikat
Moritz,moritz
persecution,verfolgung
tough,zäh
nimble,flink
Hesse,hessen
economics,ökonomie
tight,dicht
ignorance,ignoranz
dew,tau
scratch,kratzen
stingy,geizig
porridge,brei
Hello,hallo
carbonic acid,kohlensäure
ballpoint pen,kugelschreiber
levy,abgabe
foundation,fundament
colon,darm
synonym,synonym
train,trainieren
ring,läuten
step,schritt
treatment,behandlung
traditional,traditionell
detailed,ausführlich
Franz,franz
brilliant,genial
cook,koch
painful,schmerzhaft
survive,überleben
North Korea,nordkorea
brutally,brutal
locomotive,lokomotive
call,anrufen
drops,tropfen
cumbersome,umständlich
abyss,abgrund
fellow human beings,mitmenschen
scream,schrei
minister,minister
loyalty,loyalität
drug,droge
monoton,monoton
trunk,rüssel
run away,abhauen
continuing education,weiterbildung
censorship,zensur
catch,fangen
indifferent,gleichgültig
black-and-white,schwarz-weiß
leek,lauch
set,festgelegt
transformation,verwandlung
rare,rar
shaky,wackelig
ash,asche
carry out,durchführen
backward,rückwärts
considered,bedacht
muesli,müsli
construction,konstruktion
conceited,eingebildet
argumentation,argumentation
clap,klatschen
dominant,dominant
effective,effektiv
disgusting,widerlich
toolbox,werkzeugkasten
bland,fad
pyramids,pyramiden
meticulous,penibel
calm,gelassen
immobile,unbeweglich
endure,aushalten
loyal,loyal
guess,raten
unfashionable,unmodern
district,bezirk
June,juni
establish,festlegen
emphasize,betonen
apparently,offensichtlich
half,hälfte
lecturer,dozent
pool,becken
clarinet,klarinette
to express,ausdrücken
proof,nachweis
desirable,erstrebenswert
carrot,möhre
employee,arbeitnehmer
finch,fink
signal,signal
Ireland,irland
native language,muttersprache
forgery,fälschung
verbally,mündlich
hen,henne
error,irrtum
reliability,zuverlässigkeit
holiday,feiertag
new,neues
kiss,küssen
torture,folter
information,angabe
wishes,wünsche
number,ziffer
cell,zelle
philosopher,philosoph
Celsius,celsius
Thursday,donnerstag
make a phone call,telefonieren
calming,beruhigend
heart palpitations,herzklopfen
mysterious,geheimnisvoll
Brussels,brüssel
impressive,beeindruckend
deceive,betrügen
hook,haken
ancient,altertümlich
protected,geschützt
bachelor,bachelor
piece of furniture,möbelstück
precision,präzision
committed,engagiert
freeze,frieren
monster,monster
disappear,verschwinden
workbench,werkbank
assistance,hilfestellung
edit,bearbeiten
dollar,dollar
natural science,naturwissenschaft
string instrument,streichinstrument
assessment,beurteilung
suffer,leiden
marketing,marketing
security,sicherung
December,dezember
physically,körperlich
viewers,zuschauer
slip,slip
standalone,eigenständig
coach,kutsche
elevator,fahrstuhl
pedestrian,fußgänger
trick,trick
sauerkraut,sauerkraut
diagnosis,diagnose
uprising,aufstand
get,kriegen
fail,versagen
peel,schale
information,auskunft
helpfulness,hilfsbereitschaft
mug,becher
jump,sprung
profit,profit
fallen,gefallen
promise,zusage
enter,eintreten
notary,notar
feel,empfinden
throne,thron
vision,vision
receipt,quittung
gifted,begabt
get to know,kennenlernen
Christian,christ
home,daheim
breath,atem
storage space,stauraum
removed,entfernt
to the,anden
enlightenment,erleuchtung
cloudy,trüb
golden,golden
interest charges,zinsen
adjust,anpassen
rollator,rollator
mortar,mörtel
operation,bedienung
small amount,gering
position,stellung
application,anwendung
generation,generation
preparation,vorbereitung
neighborhood,quartier
board game,brettspiel
present,präsentieren
secure,sichern
increase,steigerung
screwdriver,schraubendreher
saxophone,saxophon
crocodile,krokodil
electrician,elektriker
Finland,finnland
midday,mittag
sail,segel
plagiarism,plagiat
suspect,ahnen
stinginess,geiz
lens,linse
scare,erschrecken
nod,nicken
accent,akzent
weed,unkraut
motif,motiv
giant,riese
departure,aufbruch
optics,optik
urn,urne
Buddha,buddha
on the way,unterwegs
ignorance,unwissenheit
eraser,radiergummi
protocol,protokoll
creation,schöpfung
strange,eigenartig
organized,organisiert
puzzle,puzzle
electric,elektrisch
defend,verteidigen
quality,güte
center,mittig
enlargement,vergrößerung
deal,deal
unobtrusive,unauffällig
casual,lässig
forms,formen
kingdom,königreich
vocabulary,wortschatz
roll,rollen
flood,hochwasser
bush,busch
Eastern Bloc,ostblock
faulty,fehlerhaft
analog,analog
handle,griff
mane,mähne
context,kontext
attachment,anlage
observation,beobachtung
Stuttgart,stuttgart
role,rolle
determination,bestimmung
charisma,charisma
outdoor pool,freibad
dowel,dübel
eagle,adler
city center,innenstadt
tiny,winzig
advantages,vorteile
enumeration,aufzählung
introduce,vorstellen
further training,fortbildung
hesitate,zögern
drive,fahrt
flow,fließen
at evening,abends
cigar,zigarre
cosmetics,kosmetik
comfort,komfort
battle,schlacht
tribe,stamm
barely,kaum
earthquake,erdbeben
grasp,fassen
go,los
sour,sauer
craziness,wahnsinn
Christ,christus
happy,freudig
difficult,schwierig
completely,vollkommen
mockery,spott
centimeter,zentimeter
chimney,schornstein
alley,gasse
adjustment,anpassung
Friday,freitag
steppe,steppe
fussy,pingelig
advertisement,anzeige
question,hinterfragen
seafaring,seefahrt
worship,gottesdienst
tuber,knolle
